ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,Country,Currency,CompTotal,CompFreq,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ICorPM,WorkExp,ConvertedCompYearly
383,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,10,2,"Developer, back-end",100 to 499 employees,I have little or no influence,United States of America,USD	United States dollar,52800,Yearly,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not at all",18-24 years old,Man,No,Straight / Heterosexual,White,NA,"I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Independent contributor,2,52800
386,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,22,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;Security professional",500 to 999 employees,I have a great deal of influence,United States of America,USD	United States dollar,160000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",35-44 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,23,160000
388,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,9,"Developer, full-stack","5,000 to 9,999 employees",I have some influence,United States of America,USD	United States dollar,124000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,9,124000
392,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,20,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,I have a great deal of influence,United States of America,USD	United States dollar,205000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",People manager,20,205000
405,I am a developer by profession,"Employed, full-time",Full in-person,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,1,"Developer, full-stack",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,76000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",18-24 years old,"Non-binary, genderqueer, or gender non-conforming",No,Gay or Lesbian,White,I am deaf / hard of hearing,I have an anxiety disorder,Independent contributor,2,76000
406,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,8,"Developer, full-stack",20 to 99 employees,I have little or no influence,United States of America,USD	United States dollar,115000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,8,115000
407,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Associate degree (A.A., A.S., etc.)",11,8,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager;Senior Executive (C-Suite, VP, etc.)",100 to 499 employees,I have a great deal of influence,United States of America,USD	United States dollar,200000,Yearly,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,North American,None of the above,None of the above,People manager,9,200000
433,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Designer","5,000 to 9,999 employees",I have some influence,United States of America,USD	United States dollar,96300,Yearly,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Woman,No,Prefer not to say,White,None of the above,Prefer not to say,Independent contributor,9,96300
441,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,4,"Data scientist or machine learning specialist;Engineer, data",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,158000,Yearly,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White;European;North American,None of the above,None of the above,Independent contributor,4,158000
442,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,9,"Developer, mobile","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,350000,Yearly,Stack Overflow,A few times per week,No,NA,"No, not at all",25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Bisexual;Queer,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Independent contributor,9,350000
444,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other doctoral degree (Ph.D., Ed.D., etc.)",11,5,"Developer, full-stack;Cloud infrastructure engineer;System administrator",10 to 19 employees,I have some influence,United States of America,USD	United States dollar,90000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,5,90000
448,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,6,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,I have some influence,United States of America,USD	United States dollar,150000,Yearly,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,6,150000
469,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,9,8,"Developer, full-stack;DevOps specialist;Cloud infrastructure engineer","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,120000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,9,120000
471,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,6,"Data scientist or machine learning specialist;Engineer, data;Developer, back-end;Developer, desktop or enterprise applications;Project manager","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,140000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,People manager,6,140000
475,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,11,"Developer, front-end;Developer, full-stack",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,320000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,Asian;South Asian,None of the above,None of the above,Independent contributor,12,320000
489,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,17,"Developer, full-stack;Developer, back-end",2 to 9 employees,I have a great deal of influence,United States of America,USD	United States dollar,160000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",Independent contributor,17,160000
491,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,5,"Developer, front-end;Developer, full-stack;Developer, back-end","5,000 to 9,999 employees",I have some influence,United States of America,USD	United States dollar,110000,Yearly,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,5,110000
500,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,6,Other (please specify):,"10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,300000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,A few times per month or weekly,No,NA,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Biracial,None of the above,I have an anxiety disorder,Independent contributor,6,300000
501,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,4,"Developer, front-end;Developer, full-stack;Developer, back-end","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,53000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Independent contributor,16,53000
